junction_id,timestamp,day_of_week,time_of_day,traffic_volume,avg_speed,congestion_level,accident_count_recent,violation_count,illegal_parking_count,obstruction_count,weather,roadwork_flag,event_flag,police_coverage,risk_score
j001,2026-08-10 15:00:00,0,15,21,56.4,20.2,0,2,0,0,clear,0,0,1,0.0
j002,2026-08-10 15:00:00,0,15,37,54.3,31.2,0,5,3,0,clear,0,0,2,6.2
j003,2026-08-10 15:00:00,0,15,69,34.8,57.0,0,4,2,0,rain,0,0,2,14.1
j004,2026-08-10 15:00:00,0,15,62,35.3,65.7,0,3,5,0,clear,0,0,0,26.1
j005,2026-08-10 15:00:00,0,15,86,13.4,97.9,0,0,4,0,clear,0,0,1,26.3
j006,2026-08-10 15:00:00,0,15,32,58.8,34.3,0,2,4,0,clear,0,0,3,2.9
j007,2026-08-10 15:00:00,0,15,33,60.6,34.7,0,2,2,0,clear,0,0,0,13.5
j008,2026-08-10 15:00:00,0,15,40,49.9,34.7,0,2,4,0,clear,0,0,0,4.4
j009,2026-08-10 15:00:00,0,15,64,26.9,76.3,0,6,5,0,clear,0,0,2,7.3
j010,2026-08-10 15:00:00,0,15,87,24.1,80.4,0,6,1,0,clear,1,0,0,17.5
j011,2026-08-10 15:00:00,0,15,45,44.1,44.3,0,0,0,0,clear,0,0,1,13.0
j012,2026-08-10 15:00:00,0,15,33,57.6,33.8,0,3,4,0,clear,0,0,0,8.9
j013,2026-08-10 15:00:00,0,15,60,31.7,61.9,0,2,1,0,clear,0,0,0,12.8
j014,2026-08-10 15:00:00,0,15,70,27.7,69.2,0,8,2,0,clear,0,0,0,32.3
j015,2026-08-10 15:00:00,0,15,66,35.5,63.5,0,5,4,0,clear,0,0,1,25.2
j016,2026-08-10 15:00:00,0,15,31,59.5,33.5,0,0,1,0,clear,0,0,2,0.0
j017,2026-08-10 15:00:00,0,15,37,49.1,38.2,0,2,3,0,rain,0,0,0,25.2
j018,2026-08-10 15:00:00,0,15,50,46.7,43.5,0,2,1,0,clear,1,0,2,10.3
j001,2026-08-10 16:00:00,0,16,31,58.0,37.0,0,1,1,0,clear,0,0,0,5.1
j002,2026-08-10 16:00:00,0,16,47,50.2,45.4,0,1,2,0,clear,0,0,2,6.6
j003,2026-08-10 16:00:00,0,16,52,47.0,49.2,0,2,3,0,clear,0,0,0,15.5
j004,2026-08-10 16:00:00,0,16,52,38.5,54.8,0,1,6,0,clear,0,0,1,12.8
j005,2026-08-10 16:00:00,0,16,62,41.3,61.4,0,3,3,0,clear,0,0,0,10.6
j006,2026-08-10 16:00:00,0,16,36,52.7,35.4,0,3,0,0,clear,0,0,0,6.8
j007,2026-08-10 16:00:00,0,16,47,44.6,49.6,0,1,3,0,rain,0,0,0,16.1
j008,2026-08-10 16:00:00,0,16,62,39.6,60.4,0,2,4,0,clear,0,0,2,10.4
j009,2026-08-10 16:00:00,0,16,56,28.5,67.1,0,0,8,0,clear,0,0,1,14.3
j010,2026-08-10 16:00:00,0,16,78,34.9,65.4,0,7,7,0,clear,0,1,0,28.0
j011,2026-08-10 16:00:00,0,16,34,43.6,39.3,0,2,4,0,clear,0,0,1,0.0
j012,2026-08-10 16:00:00,0,16,55,42.2,57.3,0,4,3,0,clear,0,0,1,27.6
j013,2026-08-10 16:00:00,0,16,66,43.9,60.0,0,3,5,0,clear,0,0,3,20.8
j014,2026-08-10 16:00:00,0,16,54,41.8,53.9,0,1,4,0,clear,0,1,2,17.0
j015,2026-08-10 16:00:00,0,16,67,33.5,57.5,0,5,4,0,rain,0,0,0,29.2
j016,2026-08-10 16:00:00,0,16,34,52.4,30.0,0,1,2,0,clear,0,0,1,9.3
j017,2026-08-10 16:00:00,0,16,48,45.7,40.9,0,3,5,0,clear,0,0,2,12.5
j018,2026-08-10 16:00:00,0,16,59,56.6,47.4,0,2,4,0,clear,0,0,3,5.3
j001,2026-08-10 17:00:00,0,17,76,21.1,81.5,0,2,9,0,clear,0,0,2,24.9
j002,2026-08-10 17:00:00,0,17,82,6.3,97.3,0,4,6,0,clear,0,0,0,35.1
j003,2026-08-10 17:00:00,0,17,81,26.8,85.1,0,3,7,0,clear,0,0,2,26.6
j004,2026-08-10 17:00:00,0,17,93,8.5,100.0,0,3,7,0,rain,0,0,2,31.3
j005,2026-08-10 17:00:00,0,17,100,5.7,99.8,0,5,9,0,clear,0,0,1,35.6
j006,2026-08-10 17:00:00,0,17,67,5.0,96.2,0,5,6,0,rain,0,0,3,26.6
j007,2026-08-10 17:00:00,0,17,75,9.5,96.8,0,5,3,0,clear,0,0,0,38.4
j008,2026-08-10 17:00:00,0,17,88,18.5,90.1,0,7,5,0,clear,0,0,1,25.1
j009,2026-08-10 17:00:00,0,17,97,12.5,100.0,0,5,5,0,clear,0,0,1,31.8
j010,2026-08-10 17:00:00,0,17,100,5.9,100.0,0,5,6,0,clear,0,0,1,31.6
j011,2026-08-10 17:00:00,0,17,75,20.8,83.7,0,1,6,0,clear,0,0,0,26.1
j012,2026-08-10 17:00:00,0,17,72,23.3,89.2,0,1,8,0,clear,0,0,1,24.6
j013,2026-08-10 17:00:00,0,17,83,5.6,100.0,0,1,8,0,clear,0,0,1,25.5
j014,2026-08-10 17:00:00,0,17,95,6.9,96.9,0,4,4,0,clear,0,0,0,41.8
j015,2026-08-10 17:00:00,0,17,100,8.1,100.0,0,0,8,0,clear,1,0,2,30.1
j016,2026-08-10 17:00:00,0,17,70,21.1,80.2,0,5,2,0,clear,0,0,0,27.5
j017,2026-08-10 17:00:00,0,17,87,9.6,100.0,0,2,4,0,clear,0,0,1,17.7
j018,2026-08-10 17:00:00,0,17,96,6.6,100.0,0,6,5,0,clear,0,0,0,37.7
j001,2026-08-10 18:00:00,0,18,77,5.0,100.0,0,4,6,0,clear,0,0,3,23.0
j002,2026-08-10 18:00:00,0,18,72,18.1,96.0,0,5,7,0,clear,1,0,1,32.5
j003,2026-08-10 18:00:00,0,18,94,10.0,100.0,1,4,9,0,clear,0,0,0,45.1
j004,2026-08-10 18:00:00,0,18,92,14.0,100.0,0,3,10,0,clear,0,0,0,32.0
j005,2026-08-10 18:00:00,0,18,100,9.3,100.0,0,7,6,0,clear,0,0,1,27.4
j006,2026-08-10 18:00:00,0,18,66,11.7,82.5,0,2,5,0,clear,0,0,0,35.7
j007,2026-08-10 18:00:00,0,18,82,12.7,100.0,0,8,10,0,clear,0,0,2,27.1
j008,2026-08-10 18:00:00,0,18,91,8.1,100.0,0,6,6,0,clear,0,0,3,20.8
j009,2026-08-10 18:00:00,0,18,100,14.8,100.0,1,5,5,0,clear,0,0,1,45.7
j010,2026-08-10 18:00:00,0,18,100,17.0,100.0,0,10,5,0,clear,0,0,0,34.6
j011,2026-08-10 18:00:00,0,18,69,14.8,92.7,0,5,7,1,clear,0,0,0,29.5
j012,2026-08-10 18:00:00,0,18,86,8.9,100.0,0,2,9,0,fog,0,0,2,28.2
j013,2026-08-10 18:00:00,0,18,90,5.0,100.0,0,1,1,0,rain,0,0,0,30.7
j014,2026-08-10 18:00:00,0,18,95,5.0,100.0,0,6,11,0,clear,0,0,3,34.1
j015,2026-08-10 18:00:00,0,18,100,15.0,100.0,0,4,6,0,clear,0,0,0,44.2
j016,2026-08-10 18:00:00,0,18,65,19.6,83.6,0,6,6,0,clear,0,0,2,22.5
j017,2026-08-10 18:00:00,0,18,87,5.0,99.7,0,3,7,0,clear,0,0,2,18.9
j018,2026-08-10 18:00:00,0,18,92,11.8,100.0,0,5,5,0,clear,0,0,2,18.0
j001,2026-08-10 19:00:00,0,19,61,34.9,72.2,0,2,4,0,clear,0,0,1,17.8
j002,2026-08-10 19:00:00,0,19,88,17.0,100.0,0,3,2,0,clear,0,0,2,24.4
j003,2026-08-10 19:00:00,0,19,88,11.0,100.0,0,3,3,0,clear,0,0,0,29.2
j004,2026-08-10 19:00:00,0,19,100,14.6,100.0,0,5,7,0,clear,0,0,2,24.1
j005,2026-08-10 19:00:00,0,19,100,5.0,100.0,0,3,10,0,clear,0,0,1,35.3
j006,2026-08-10 19:00:00,0,19,62,20.5,88.2,1,2,7,0,clear,0,0,0,33.3
j007,2026-08-10 19:00:00,0,19,78,16.2,91.7,0,5,9,0,clear,0,0,1,19.9
j008,2026-08-10 19:00:00,0,19,81,5.0,100.0,0,2,3,0,clear,0,0,1,25.0
j009,2026-08-10 19:00:00,0,19,100,5.0,100.0,0,9,4,0,clear,0,0,0,34.2
j010,2026-08-10 19:00:00,0,19,100,20.0,100.0,0,5,7,0,rain,0,0,0,44.1
j011,2026-08-10 19:00:00,0,19,74,32.0,70.8,0,5,10,0,clear,0,0,0,27.1
j012,2026-08-10 19:00:00,0,19,89,10.8,100.0,0,5,4,0,clear,0,0,1,21.5
j013,2026-08-10 19:00:00,0,19,90,5.4,100.0,0,4,4,0,clear,0,0,2,32.4
j014,2026-08-10 19:00:00,0,19,100,10.9,100.0,0,0,3,0,rain,0,0,2,24.4
j015,2026-08-10 19:00:00,0,19,100,5.1,100.0,0,2,7,0,clear,0,0,2,27.2
j016,2026-08-10 19:00:00,0,19,74,5.0,100.0,0,1,4,0,rain,0,1,1,32.4
j017,2026-08-10 19:00:00,0,19,82,5.0,100.0,0,3,6,0,fog,0,0,0,41.0
j018,2026-08-10 19:00:00,0,19,89,5.6,100.0,0,4,2,0,clear,0,0,2,26.8
j001,2026-08-10 20:00:00,0,20,41,55.8,37.4,0,2,5,0,clear,0,0,3,4.4
j002,2026-08-10 20:00:00,0,20,42,60.8,34.9,0,3,2,0,clear,0,0,1,2.8
j003,2026-08-10 20:00:00,0,20,60,23.5,68.6,0,4,5,0,clear,0,0,2,16.0
j004,2026-08-10 20:00:00,0,20,66,42.3,59.5,0,3,4,0,clear,0,0,1,20.8
j005,2026-08-10 20:00:00,0,20,66,31.9,64.8,0,3,5,0,fog,0,0,2,17.0
j006,2026-08-10 20:00:00,0,20,48,45.9,53.1,0,2,3,0,clear,0,0,1,12.1
j007,2026-08-10 20:00:00,0,20,30,58.6,33.7,0,1,0,0,clear,0,0,1,4.9
j008,2026-08-10 20:00:00,0,20,63,21.6,69.2,0,1,1,0,clear,0,0,2,3.2
j009,2026-08-10 20:00:00,0,20,62,36.6,53.1,0,5,2,0,clear,0,0,1,18.0
j010,2026-08-10 20:00:00,0,20,87,31.6,79.8,0,4,3,0,fog,0,0,0,24.4
j011,2026-08-10 20:00:00,0,20,28,54.6,25.2,0,0,1,0,clear,0,0,3,12.1
j012,2026-08-10 20:00:00,0,20,39,56.1,43.4,0,1,2,0,clear,0,1,0,18.1
j013,2026-08-10 20:00:00,0,20,60,45.5,52.0,0,4,5,0,clear,0,0,1,19.8
j014,2026-08-10 20:00:00,0,20,58,44.1,62.3,0,4,3,0,clear,0,0,0,20.6
j015,2026-08-10 20:00:00,0,20,85,19.4,91.3,0,4,7,0,clear,0,0,1,36.4
j016,2026-08-10 20:00:00,0,20,38,61.4,38.8,0,2,2,0,clear,0,1,0,18.5
j017,2026-08-10 20:00:00,0,20,58,30.3,61.2,0,3,7,0,clear,0,0,1,25.4
j018,2026-08-10 20:00:00,0,20,55,41.1,56.3,0,3,0,0,clear,0,0,1,13.8
j001,2026-08-10 21:00:00,0,21,46,48.9,43.1,0,4,2,0,clear,0,0,0,9.6
j002,2026-08-10 21:00:00,0,21,34,52.1,39.0,0,3,4,0,clear,0,0,1,14.4
j003,2026-08-10 21:00:00,0,21,49,49.8,43.9,0,4,2,0,clear,0,0,2,0.0
j004,2026-08-10 21:00:00,0,21,59,36.7,66.8,0,4,6,0,clear,0,0,2,15.8
j005,2026-08-10 21:00:00,0,21,64,42.1,54.1,0,3,3,0,clear,0,0,3,17.8
j006,2026-08-10 21:00:00,0,21,28,58.5,30.0,0,0,4,0,fog,0,0,1,21.6
j007,2026-08-10 21:00:00,0,21,55,39.9,50.2,0,3,3,0,rain,0,0,1,21.4
j008,2026-08-10 21:00:00,0,21,56,31.0,65.5,0,3,3,0,rain,0,0,1,24.0
j009,2026-08-10 21:00:00,0,21,78,34.9,64.2,0,2,4,0,clear,0,0,3,9.1
j010,2026-08-10 21:00:00,0,21,88,29.2,75.9,0,3,8,0,clear,0,0,1,27.1
j011,2026-08-10 21:00:00,0,21,23,58.6,24.1,0,1,2,0,clear,0,0,1,4.9
j012,2026-08-10 21:00:00,0,21,55,39.9,63.7,0,0,4,0,clear,0,0,1,10.6
j013,2026-08-10 21:00:00,0,21,49,50.9,40.6,0,2,3,0,rain,0,0,0,22.5
j014,2026-08-10 21:00:00,0,21,57,46.1,54.4,0,3,5,0,clear,0,0,1,14.4
j015,2026-08-10 21:00:00,0,21,87,28.0,87.7,1,1,9,0,rain,0,0,2,36.3
j016,2026-08-10 21:00:00,0,21,24,61.4,26.9,0,0,1,0,clear,0,0,0,12.2
j017,2026-08-10 21:00:00,0,21,30,63.2,28.7,0,0,2,0,clear,0,0,0,9.3
j018,2026-08-10 21:00:00,0,21,44,57.7,37.1,0,0,1,0,clear,0,0,0,12.2
j001,2026-08-10 22:00:00,0,22,20,66.1,21.2,0,2,2,0,clear,0,0,1,2.0
j002,2026-08-10 22:00:00,0,22,50,61.0,43.2,0,4,5,0,clear,0,0,0,12.4
j003,2026-08-10 22:00:00,0,22,50,40.5,42.7,0,3,3,0,fog,0,0,2,21.3
j004,2026-08-10 22:00:00,0,22,66,43.4,66.9,0,1,4,0,clear,0,0,1,20.1
j005,2026-08-10 22:00:00,0,22,68,37.7,61.9,0,5,3,0,clear,0,0,3,10.1
j006,2026-08-10 22:00:00,0,22,26,69.4,20.8,0,0,2,0,clear,0,0,3,0.0
j007,2026-08-10 22:00:00,0,22,43,46.8,46.9,0,3,3,0,fog,0,0,1,15.3
j008,2026-08-10 22:00:00,0,22,58,43.5,47.9,0,3,0,0,clear,0,0,1,11.9
j009,2026-08-10 22:00:00,0,22,78,24.5,83.9,0,2,4,0,clear,0,0,1,22.9
j010,2026-08-10 22:00:00,0,22,72,31.0,80.2,0,3,3,0,clear,0,0,3,14.2
j011,2026-08-10 22:00:00,0,22,44,51.7,42.3,0,4,3,0,clear,0,0,1,9.4
j012,2026-08-10 22:00:00,0,22,31,56.2,35.0,0,2,1,0,clear,0,0,2,0.0
j013,2026-08-10 22:00:00,0,22,57,35.3,65.8,0,3,6,0,clear,0,0,1,17.5
j014,2026-08-10 22:00:00,0,22,70,21.8,83.0,0,5,7,0,clear,0,0,2,21.5
j015,2026-08-10 22:00:00,0,22,81,27.9,76.9,0,4,8,0,clear,0,0,0,20.0
j016,2026-08-10 22:00:00,0,22,33,62.6,31.8,0,0,2,0,clear,0,1,0,9.7
j017,2026-08-10 22:00:00,0,22,55,36.4,62.5,0,3,6,0,clear,0,0,0,19.3
j018,2026-08-10 22:00:00,0,22,66,38.2,61.3,0,3,5,0,clear,0,0,0,12.7
j001,2026-08-10 23:00:00,0,23,8,69.7,6.7,0,0,2,0,clear,0,0,0,5.8
j002,2026-08-10 23:00:00,0,23,16,69.6,15.0,0,0,0,0,clear,0,0,0,5.0
j003,2026-08-10 23:00:00,0,23,25,57.9,23.2,0,0,0,0,rain,0,0,0,15.8
j004,2026-08-10 23:00:00,0,23,40,52.7,32.9,0,1,2,0,clear,0,0,1,4.9
j005,2026-08-10 23:00:00,0,23,44,47.3,39.6,0,3,2,0,clear,0,0,0,11.1
j006,2026-08-10 23:00:00,0,23,5,80.0,4.3,0,0,0,0,clear,0,0,3,0.0
j007,2026-08-10 23:00:00,0,23,17,68.2,15.3,0,0,1,0,clear,0,0,1,0.5
j008,2026-08-10 23:00:00,0,23,22,59.6,23.7,0,1,2,0,clear,0,0,1,3.5
j009,2026-08-10 23:00:00,0,23,39,52.9,43.6,0,2,5,0,clear,0,0,0,17.2
j010,2026-08-10 23:00:00,0,23,50,46.6,44.0,0,2,0,0,clear,0,0,2,1.4
j011,2026-08-10 23:00:00,0,23,5,79.7,4.4,0,0,0,0,clear,0,0,0,0.0
j012,2026-08-10 23:00:00,0,23,16,74.5,17.9,0,2,3,0,fog,0,0,0,11.3
j013,2026-08-10 23:00:00,0,23,24,68.5,20.1,0,3,2,1,clear,1,0,4,3.3
j014,2026-08-10 23:00:00,0,23,38,46.9,32.8,0,2,2,0,clear,0,0,0,4.8
j015,2026-08-10 23:00:00,0,23,45,47.4,53.6,0,1,10,0,clear,0,1,0,17.3
j016,2026-08-10 23:00:00,0,23,5,66.6,4.0,1,0,2,0,clear,0,0,2,2.9
j017,2026-08-10 23:00:00,0,23,11,69.1,10.2,0,1,2,0,clear,0,0,0,2.7
j018,2026-08-10 23:00:00,0,23,26,56.7,21.4,0,0,2,0,rain,0,0,3,4.2
j001,2026-08-11 00:00:00,1,0,5,77.0,5.9,0,0,2,0,clear,0,1,0,7.4
j002,2026-08-11 00:00:00,1,0,19,73.8,15.6,0,1,1,0,clear,0,0,0,11.2
j003,2026-08-11 00:00:00,1,0,23,60.5,23.1,0,0,2,0,fog,0,0,0,9.4
j004,2026-08-11 00:00:00,1,0,38,57.8,35.1,0,3,4,0,rain,0,0,1,12.2
j005,2026-08-11 00:00:00,1,0,46,45.6,49.0,0,4,3,0,clear,0,0,2,6.3
j006,2026-08-11 00:00:00,1,0,5,77.9,5.3,0,0,0,0,rain,0,0,1,0.0
j007,2026-08-11 00:00:00,1,0,11,75.1,11.4,0,2,1,0,rain,0,0,1,9.6
j008,2026-08-11 00:00:00,1,0,27,59.0,23.7,0,1,0,0,clear,1,0,0,5.7
j009,2026-08-11 00:00:00,1,0,39,60.2,43.1,0,0,5,0,clear,0,0,1,11.9
j010,2026-08-11 00:00:00,1,0,42,46.2,40.5,0,4,3,0,clear,0,0,2,13.2
j011,2026-08-11 00:00:00,1,0,9,66.7,10.1,0,0,0,0,clear,0,0,2,0.0
j012,2026-08-11 00:00:00,1,0,11,63.1,12.4,0,0,1,0,clear,0,0,1,0.0
j013,2026-08-11 00:00:00,1,0,29,69.2,27.5,0,0,2,0,clear,0,0,1,0.0
j014,2026-08-11 00:00:00,1,0,34,75.5,27.5,0,0,2,0,rain,0,0,1,14.2
j015,2026-08-11 00:00:00,1,0,49,41.6,50.7,0,1,2,0,clear,0,0,1,10.5
j016,2026-08-11 00:00:00,1,0,5,70.4,5.7,0,0,1,0,clear,0,0,1,0.0
j017,2026-08-11 00:00:00,1,0,11,73.4,12.5,0,1,3,0,clear,0,0,0,4.5
j018,2026-08-11 00:00:00,1,0,21,55.8,18.9,0,1,0,0,clear,0,0,0,1.1
j001,2026-08-11 01:00:00,1,1,8,80.0,6.5,0,1,1,0,clear,0,0,1,3.1
j002,2026-08-11 01:00:00,1,1,15,74.3,15.0,0,2,1,0,clear,0,0,1,3.2
j003,2026-08-11 01:00:00,1,1,21,72.2,17.7,0,1,0,0,clear,1,0,0,6.4
j004,2026-08-11 01:00:00,1,1,38,53.8,40.6,0,1,1,0,clear,0,0,3,0.0
j005,2026-08-11 01:00:00,1,1,46,49.8,46.4,0,0,0,0,clear,0,0,0,6.9
j006,2026-08-11 01:00:00,1,1,8,67.7,7.2,0,1,0,0,clear,0,0,0,7.2
j007,2026-08-11 01:00:00,1,1,13,73.6,14.1,0,0,2,0,rain,0,0,0,10.0
j008,2026-08-11 01:00:00,1,1,29,63.5,25.4,0,0,2,0,clear,0,0,1,4.7
j009,2026-08-11 01:00:00,1,1,34,61.0,30.4,0,2,4,0,rain,0,0,2,13.5
j010,2026-08-11 01:00:00,1,1,50,28.5,58.7,0,0,3,0,clear,0,0,1,17.0
j011,2026-08-11 01:00:00,1,1,10,73.4,8.3,0,1,1,0,clear,0,0,3,0.0
j012,2026-08-11 01:00:00,1,1,13,77.2,14.7,0,2,1,0,clear,0,0,0,9.1
j013,2026-08-11 01:00:00,1,1,27,58.6,29.5,0,1,4,0,clear,0,0,3,0.7
j014,2026-08-11 01:00:00,1,1,34,51.4,27.3,0,4,2,0,clear,0,0,1,12.0
j015,2026-08-11 01:00:00,1,1,50,34.8,53.6,0,2,5,0,clear,0,0,1,23.0
j016,2026-08-11 01:00:00,1,1,8,72.0,7.2,0,0,0,0,fog,0,0,2,0.0
j017,2026-08-11 01:00:00,1,1,12,77.2,13.7,0,0,0,0,rain,0,0,1,17.9
j018,2026-08-11 01:00:00,1,1,25,59.0,21.0,0,1,1,0,clear,0,0,0,11.1
j001,2026-08-11 02:00:00,1,2,5,75.0,4.5,0,0,0,0,clear,0,0,1,0.0
j002,2026-08-11 02:00:00,1,2,12,79.9,9.7,0,0,1,0,clear,0,0,1,0.0
j003,2026-08-11 02:00:00,1,2,24,67.0,24.8,0,1,3,0,clear,0,0,2,7.4
j004,2026-08-11 02:00:00,1,2,40,53.4,35.3,0,2,2,0,clear,0,0,1,0.0
j005,2026-08-11 02:00:00,1,2,42,59.0,41.2,0,1,2,0,clear,0,0,2,6.9
j006,2026-08-11 02:00:00,1,2,10,62.5,10.5,0,0,0,0,clear,0,0,3,0.1
j007,2026-08-11 02:00:00,1,2,14,72.5,16.5,0,0,2,0,clear,0,0,0,1.2
j008,2026-08-11 02:00:00,1,2,26,67.4,21.1,0,1,2,0,clear,0,0,1,0.0
j009,2026-08-11 02:00:00,1,2,32,60.2,34.0,0,4,1,0,clear,0,0,0,11.2
j010,2026-08-11 02:00:00,1,2,46,57.7,47.9,0,0,1,0,clear,0,0,1,15.4
j011,2026-08-11 02:00:00,1,2,5,78.0,5.9,0,0,1,0,rain,0,0,2,3.1
j012,2026-08-11 02:00:00,1,2,19,64.7,20.5,0,2,2,0,clear,0,0,1,8.3
j013,2026-08-11 02:00:00,1,2,23,62.3,26.0,0,1,0,0,clear,0,0,1,0.0
j014,2026-08-11 02:00:00,1,2,37,68.1,31.1,0,4,2,0,clear,0,0,0,11.9
j015,2026-08-11 02:00:00,1,2,48,38.5,52.9,0,2,5,0,clear,0,0,3,4.8
j016,2026-08-11 02:00:00,1,2,7,79.1,5.8,0,0,1,0,clear,0,0,1,0.0
j017,2026-08-11 02:00:00,1,2,19,76.0,19.6,0,0,1,0,clear,0,0,0,2.4
j018,2026-08-11 02:00:00,1,2,21,64.1,20.9,0,0,3,0,clear,0,0,0,11.9
j001,2026-08-11 03:00:00,1,3,5,76.4,5.0,0,2,1,0,rain,0,0,1,6.8
j002,2026-08-11 03:00:00,1,3,16,63.2,16.6,0,1,1,0,rain,0,0,1,14.1
j003,2026-08-11 03:00:00,1,3,23,64.1,26.5,0,2,2,0,clear,0,0,2,5.7
j004,2026-08-11 03:00:00,1,3,33,67.8,37.8,0,1,0,0,fog,0,0,0,13.7
j005,2026-08-11 03:00:00,1,3,44,42.7,51.3,0,4,0,0,clear,0,0,1,4.3
j006,2026-08-11 03:00:00,1,3,10,72.2,9.2,0,0,1,0,clear,0,0,1,0.0
j007,2026-08-11 03:00:00,1,3,15,69.9,15.1,0,0,2,0,clear,0,0,0,9.1
j008,2026-08-11 03:00:00,1,3,22,72.3,23.4,0,0,1,0,clear,0,1,1,11.9
j009,2026-08-11 03:00:00,1,3,39,51.9,36.2,0,1,2,0,clear,0,0,0,1.6
j010,2026-08-11 03:00:00,1,3,50,37.4,48.9,0,3,2,0,clear,0,0,0,14.4
j011,2026-08-11 03:00:00,1,3,9,73.0,7.6,0,2,0,0,clear,0,0,0,0.3
j012,2026-08-11 03:00:00,1,3,16,71.6,13.9,0,0,0,0,clear,0,0,3,0.5
j013,2026-08-11 03:00:00,1,3,29,60.2,23.7,0,0,2,0,clear,0,0,0,7.9
j014,2026-08-11 03:00:00,1,3,34,48.6,38.5,0,1,3,0,clear,1,0,2,4.5
j015,2026-08-11 03:00:00,1,3,48,55.0,42.4,0,0,4,0,clear,0,0,0,9.8
j016,2026-08-11 03:00:00,1,3,10,80.0,8.4,0,1,1,0,clear,0,0,2,0.0
j017,2026-08-11 03:00:00,1,3,14,71.2,11.5,0,2,0,0,clear,0,0,2,0.0
j018,2026-08-11 03:00:00,1,3,25,66.3,24.6,0,0,2,0,clear,0,0,3,4.4
j001,2026-08-11 04:00:00,1,4,5,79.5,5.3,0,0,1,0,rain,0,0,4,0.0
j002,2026-08-11 04:00:00,1,4,16,74.0,14.6,0,2,0,1,clear,0,0,1,3.9
j003,2026-08-11 04:00:00,1,4,26,58.4,30.5,0,1,1,0,clear,0,0,1,4.3
j004,2026-08-11 04:00:00,1,4,34,55.9,34.2,0,5,3,0,clear,0,0,1,14.4
j005,2026-08-11 04:00:00,1,4,45,40.5,48.6,0,2,3,0,clear,0,0,0,13.8
j006,2026-08-11 04:00:00,1,4,8,72.7,6.4,0,0,1,0,clear,0,0,0,0.7
j007,2026-08-11 04:00:00,1,4,14,75.8,12.4,0,0,0,0,clear,0,0,1,3.3
j008,2026-08-11 04:00:00,1,4,23,64.3,19.8,0,0,2,0,clear,0,0,0,6.2
j009,2026-08-11 04:00:00,1,4,33,58.5,29.1,0,4,1,0,clear,1,0,2,9.0
j010,2026-08-11 04:00:00,1,4,41,58.8,38.5,0,4,2,0,clear,0,1,2,19.9
j011,2026-08-11 04:00:00,1,4,5,79.1,5.3,0,0,0,0,clear,0,0,1,0.0
j012,2026-08-11 04:00:00,1,4,20,63.3,23.2,0,0,2,0,clear,0,0,0,4.4
j013,2026-08-11 04:00:00,1,4,22,68.3,22.1,0,2,0,0,clear,0,0,3,0.0
j014,2026-08-11 04:00:00,1,4,37,55.8,39.4,0,0,3,0,clear,0,0,2,4.0
j015,2026-08-11 04:00:00,1,4,50,47.2,53.2,0,2,7,0,clear,0,0,1,15.5
j016,2026-08-11 04:00:00,1,4,5,80.0,5.8,0,2,0,0,clear,0,0,3,0.0
j017,2026-08-11 04:00:00,1,4,16,70.9,14.1,0,0,1,0,clear,0,0,1,0.0
j018,2026-08-11 04:00:00,1,4,25,60.2,29.4,0,1,2,0,clear,0,0,3,0.0
j001,2026-08-11 05:00:00,1,5,7,62.8,6.8,0,0,2,0,clear,1,0,1,1.3
j002,2026-08-11 05:00:00,1,5,11,69.6,12.9,0,0,0,0,clear,0,0,0,1.4
j003,2026-08-11 05:00:00,1,5,29,52.4,34.8,0,4,0,0,clear,0,0,0,10.1
j004,2026-08-11 05:00:00,1,5,39,63.6,38.1,0,1,4,0,clear,0,0,1,10.7
j005,2026-08-11 05:00:00,1,5,49,48.1,41.3,0,2,2,0,fog,0,0,1,17.2
j006,2026-08-11 05:00:00,1,5,5,69.2,5.9,0,0,0,0,clear,0,0,2,0.0
j007,2026-08-11 05:00:00,1,5,12,63.4,14.1,0,0,0,0,clear,0,0,3,0.0
j008,2026-08-11 05:00:00,1,5,27,57.8,28.1,0,1,5,0,clear,0,0,1,8.0
j009,2026-08-11 05:00:00,1,5,32,57.9,32.1,0,1,3,1,clear,0,0,0,14.2
j010,2026-08-11 05:00:00,1,5,48,56.8,38.9,0,3,1,0,rain,0,0,0,19.1
j011,2026-08-11 05:00:00,1,5,9,76.4,8.0,0,1,3,0,fog,0,0,1,2.0
j012,2026-08-11 05:00:00,1,5,20,68.4,23.3,0,0,1,0,clear,0,0,3,1.3
j013,2026-08-11 05:00:00,1,5,30,61.9,27.6,0,1,1,0,clear,0,0,1,0.0
j014,2026-08-11 05:00:00,1,5,34,53.9,27.5,0,3,3,0,clear,0,1,1,16.6
j015,2026-08-11 05:00:00,1,5,49,45.8,43.8,0,0,2,0,clear,0,0,1,20.3
j016,2026-08-11 05:00:00,1,5,9,72.1,9.1,0,0,0,0,clear,0,0,0,7.4
j017,2026-08-11 05:00:00,1,5,20,74.8,17.0,0,1,0,0,clear,0,0,1,1.0
j018,2026-08-11 05:00:00,1,5,22,61.0,22.1,0,1,3,0,clear,0,0,2,0.0
j001,2026-08-11 06:00:00,1,6,28,62.9,24.5,0,0,4,0,clear,0,0,2,0.7
j002,2026-08-11 06:00:00,1,6,45,53.1,39.0,0,1,5,0,clear,0,0,0,12.4
